respondent_id,age_group,region,city_tier,occupation,fashion_identity,price_sensitivity,brand_openness,online_purchase_confidence,sustainability_consciousness,purchase_frequency,preferred_shopping_channel,discovery_channel,conversion_trigger,discount_preference,owns_kurti,owns_salwar_suit,owns_palazzo,owns_indo_western,owns_night_suit,owns_bedding_set,owns_saree,owns_lehenga,fabric_preference,color_preference,monthly_income_band
ZF-0942,35-44,West_India,Tier_2,Retired,Comfort_First,Extremely_Price_Sensitive,Multi_Brand_Shopper,Not_Very_Confident,Not_Important,Monthly_Plus,Social_Commerce,Word_of_Mouth,Friend_Wore_It,Buy2_Get1_Bundle,0,1,1,0,1,1,1,0,Georgette_Chiffon,Pastels,20K_40K
ZF-0943,18-24,North_India,Metro,Salaried_Govt,Culturally_Rooted,Quality_Over_Price,Loyal_But_Open,Neutral,Neutral,Monthly_Plus,Brand_Website,YouTube,Friend_Wore_It,Flat_Percent_Off,1,1,0,0,0,1,1,0,Rayon_Viscose,Dark_Tones,
ZF-0944,18-24,East_India,Tier_2,Student,Deeply_Traditional,Price_Conscious,Multi_Brand_Shopper,Not_Very_Confident,Not_Important,Festival_Only,Social_Commerce,Walk_In_Store,Friend_Wore_It,Festival_Sale,1,0,1,0,1,1,1,1,Pure_Cotton,Pastels,Below_20K
ZF-0945,25-34,West_India,Tier_2,Salaried_Private,Trend_First,Balanced,Loyal_But_Open,Very_Confident,Somewhat_Conscious,Every_6_Months,Online_Marketplace,Online_Marketplace,Friend_Wore_It,Loyalty_Cashback,1,1,1,1,0,1,1,1,Pure_Cotton,Jewel_Tones,70K_120K
ZF-0946,45-54,South_India,Tier_2,Salaried_Private,Culturally_Rooted,Quality_Over_Price,Multi_Brand_Shopper,Neutral,Not_Important,Every_6_Months,Weekly_Market,WhatsApp_Family,COD_Available,Personalised_Offer,1,1,0,0,1,1,1,1,Pure_Cotton,Jewel_Tones,Above_120K
ZF-0947,25-34,West_India,Rural,Homemaker,Culturally_Rooted,Price_Conscious,Loyal_But_Open,Neutral,Not_Important,Monthly_Plus,Local_Retail,WhatsApp_Family,Real_Customer_Photos,Buy2_Get1_Bundle,1,1,1,0,0,0,1,1,Silk_Banarasi,Bright_Vibrant,Below_20K
ZF-0948,35-44,West_India,Metro,Salaried_Private,Occasion_Driven,Balanced,Multi_Brand_Shopper,Neutral,Neutral,Every_2_3_Months,Mall_Store,Online_Marketplace,Free_Return_Policy,Buy2_Get1_Bundle,0,1,1,0,0,1,0,0,Chanderi,Jewel_Tones,40K_70K
ZF-0949,25-34,South_India,Rural,Self_Employed,Trend_First,Quality_Over_Price,No_Brand_Preference,Neutral,Neutral,Monthly_Plus,Local_Retail,WhatsApp_Family,COD_Available,Flat_Percent_Off,1,1,0,1,0,1,1,0,Pure_Cotton,Pastels,Below_20K
ZF-0950,35-44,West_India,Rural,Homemaker,Culturally_Rooted,Balanced,Multi_Brand_Shopper,Not_Very_Confident,Neutral,Every_2_3_Months,Social_Commerce,WhatsApp_Family,Friend_Wore_It,Buy2_Get1_Bundle,1,1,0,1,1,0,0,1,Rayon_Viscose,Neutrals,20K_40K
ZF-0951,18-24,Central_India,Tier_2,Salaried_Private,Comfort_First,Extremely_Price_Sensitive,Loyal_But_Open,Fairly_Confident,Not_Important,Festival_Only,Social_Commerce,WhatsApp_Family,Customer_Reviews,Festival_Sale,1,1,1,1,0,0,1,0,Pure_Cotton,Neutrals,Below_20K
ZF-0952,35-44,West_India,Tier_2,Salaried_Private,Trend_First,Balanced,Multi_Brand_Shopper,Very_Confident,Not_Important,Monthly_Plus,Local_Retail,WhatsApp_Family,Customer_Reviews,Buy2_Get1_Bundle,1,1,0,0,0,1,1,1,Silk_Banarasi,Jewel_Tones,70K_120K
ZF-0953,45-54,West_India,Tier_2,Salaried_Govt,Deeply_Traditional,Price_Conscious,No_Brand_Preference,Very_Confident,Very_Conscious,Monthly_Plus,Local_Retail,WhatsApp_Family,Free_Return_Policy,Flat_Percent_Off,1,0,1,0,0,0,0,1,Rayon_Viscose,Pastels,20K_40K
ZF-0954,45-54,East_India,Metro,Self_Employed,Fusion_Lover,Balanced,Multi_Brand_Shopper,Not_Very_Confident,Very_Conscious,Monthly_Plus,Online_Marketplace,WhatsApp_Family,Influencer_Rec,Festival_Sale,1,1,0,1,0,0,0,1,Pure_Cotton,Pastels,40K_70K
ZF-0955,45-54,North_India,Tier_3,Retired,Fusion_Lover,Balanced,Multi_Brand_Shopper,Fairly_Confident,Somewhat_Conscious,Every_6_Months,Local_Retail,WhatsApp_Family,First_Order_Discount,Buy2_Get1_Bundle,1,1,0,0,0,1,1,0,Silk_Banarasi,Bright_Vibrant,Below_20K
ZF-0956,25-34,East_India,Rural,Retired,Culturally_Rooted,Price_Conscious,Multi_Brand_Shopper,Fairly_Confident,Somewhat_Conscious,Every_2_3_Months,Online_Marketplace,Word_of_Mouth,COD_Available,Loyalty_Cashback,1,1,1,0,1,1,0,1,Chanderi,Neutrals,40K_70K
ZF-0957,25-34,East_India,Tier_2,Salaried_Private,Fusion_Lover,Price_Conscious,Multi_Brand_Shopper,Neutral,Neutral,Festival_Only,Social_Commerce,Online_Marketplace,First_Order_Discount,Flat_Percent_Off,1,1,1,1,0,0,0,0,Georgette_Chiffon,Neutrals,Above_120K
ZF-0958,35-44,North_India,Tier_3,Homemaker,Comfort_First,Price_Conscious,Loyal_But_Open,Neutral,Not_Important,Every_2_3_Months,Local_Retail,WhatsApp_Family,COD_Available,Loyalty_Cashback,1,1,0,0,0,1,0,1,Pure_Cotton,Bright_Vibrant,40K_70K
ZF-0959,35-44,North_India,Tier_3,Salaried_Private,Deeply_Traditional,Price_Conscious,Loyal_But_Open,Not_Very_Confident,Neutral,Monthly_Plus,Social_Commerce,Walk_In_Store,COD_Available,Festival_Sale,1,0,1,0,0,1,1,0,Pure_Cotton,Dark_Tones,20K_40K
ZF-0960,35-44,West_India,Tier_3,Salaried_Private,Trend_First,Price_Irrelevant,Loyal_But_Open,Not_Very_Confident,Neutral,Festival_Only,Brand_Website,YouTube,Friend_Wore_It,Flat_Percent_Off,1,0,0,0,1,1,0,0,Pure_Cotton,Dark_Tones,20K_40K
ZF-0961,25-34,South_India,Metro,Salaried_Private,Trend_First,Price_Irrelevant,Multi_Brand_Shopper,Neutral,Somewhat_Conscious,Rarely,Social_Commerce,Instagram_Reels,COD_Available,Loyalty_Cashback,0,0,0,1,0,1,0,0,Linen,Bold_Prints,20K_40K
ZF-0962,35-44,South_India,Tier_2,Self_Employed,Fusion_Lover,Balanced,Loyal_But_Open,Not_Very_Confident,Not_Important,Monthly_Plus,Social_Commerce,TV_Print,Friend_Wore_It,Buy2_Get1_Bundle,1,1,1,1,0,0,0,0,Linen,Bright_Vibrant,40K_70K
ZF-0963,45-54,North_India,Tier_3,Self_Employed,Deeply_Traditional,Price_Conscious,Very_Loyal_One_Brand,Not_Very_Confident,Somewhat_Conscious,Rarely,Local_Retail,WhatsApp_Family,Friend_Wore_It,Personalised_Offer,1,1,0,1,0,1,0,0,Rayon_Viscose,Bright_Vibrant,Below_20K
ZF-0964,25-34,West_India,Tier_2,Student,Fusion_Lover,Price_Conscious,Multi_Brand_Shopper,Very_Confident,Not_Important,Every_6_Months,Brand_Website,Word_of_Mouth,Real_Customer_Photos,Flat_Percent_Off,1,0,0,0,1,0,0,1,Pure_Cotton,Neutrals,20K_40K
ZF-0965,25-34,North_India,Rural,Salaried_Govt,Culturally_Rooted,Extremely_Price_Sensitive,Very_Loyal_One_Brand,Very_Confident,Somewhat_Conscious,Monthly_Plus,Online_Marketplace,Instagram_Reels,Customer_Reviews,Buy2_Get1_Bundle,1,1,1,0,0,1,0,0,Rayon_Viscose,Neutrals,20K_40K
ZF-0966,35-44,West_India,Tier_2,Homemaker,Comfort_First,Balanced,Loyal_But_Open,Neutral,Not_Important,Rarely,Mall_Store,WhatsApp_Family,COD_Available,Free_Shipping,1,1,1,1,1,1,0,0,Pure_Cotton,Jewel_Tones,20K_40K
ZF-0967,35-44,South_India,Tier_2,Self_Employed,Culturally_Rooted,Quality_Over_Price,Multi_Brand_Shopper,Fairly_Confident,Somewhat_Conscious,Festival_Only,Brand_Website,WhatsApp_Family,Detailed_Size_Guide,Personalised_Offer,0,1,0,1,0,0,1,0,Georgette_Chiffon,Dark_Tones,70K_120K
ZF-0968,25-34,South_India,Tier_2,Salaried_Private,Occasion_Driven,Balanced,Multi_Brand_Shopper,Fairly_Confident,Very_Conscious,Every_2_3_Months,Online_Marketplace,Instagram_Reels,Influencer_Rec,Buy2_Get1_Bundle,1,0,1,1,0,1,0,0,Georgette_Chiffon,Bright_Vibrant,40K_70K
ZF-0969,25-34,West_India,Tier_2,Homemaker,Trend_First,Extremely_Price_Sensitive,Multi_Brand_Shopper,Fairly_Confident,Neutral,Every_6_Months,Online_Marketplace,WhatsApp_Family,Free_Return_Policy,Free_Shipping,1,1,1,1,0,1,1,0,Chanderi,Neutrals,40K_70K
ZF-0970,35-44,North_East_India,Metro,Homemaker,Fusion_Lover,Balanced,Loyal_But_Open,Very_Confident,Somewhat_Conscious,Every_6_Months,Local_Retail,Word_of_Mouth,Free_Return_Policy,Loyalty_Cashback,1,1,0,0,0,1,1,1,Rayon_Viscose,Pastels,20K_40K
ZF-0971,45-54,North_India,Tier_2,Self_Employed,Fusion_Lover,Price_Conscious,Multi_Brand_Shopper,Fairly_Confident,Not_Important,Festival_Only,Online_Marketplace,WhatsApp_Family,First_Order_Discount,Flat_Percent_Off,1,1,0,1,0,0,1,0,Rayon_Viscose,Pastels,70K_120K
ZF-0972,35-44,North_India,Tier_3,Self_Employed,Culturally_Rooted,Price_Conscious,Multi_Brand_Shopper,Fairly_Confident,Neutral,Festival_Only,Social_Commerce,Word_of_Mouth,Free_Return_Policy,Festival_Sale,0,1,0,0,0,0,0,0,Rayon_Viscose,Neutrals,40K_70K
ZF-0973,18-24,West_India,Metro,Self_Employed,Fusion_Lover,Quality_Over_Price,No_Brand_Preference,Very_Confident,Somewhat_Conscious,Monthly_Plus,Online_Marketplace,Instagram_Reels,Friend_Wore_It,Flat_Percent_Off,1,0,1,1,1,0,0,0,Georgette_Chiffon,Neutrals,40K_70K
ZF-0974,45-54,North_India,Metro,Salaried_Private,Occasion_Driven,Balanced,Loyal_But_Open,Very_Confident,Neutral,Every_6_Months,Online_Marketplace,Word_of_Mouth,Customer_Reviews,Flat_Percent_Off,1,1,0,0,0,1,1,0,Pure_Cotton,Bold_Prints,
ZF-0975,35-44,West_India,Tier_2,Self_Employed,Occasion_Driven,Balanced,Loyal_But_Open,Fairly_Confident,Very_Conscious,Monthly_Plus,Online_Marketplace,WhatsApp_Family,COD_Available,Buy2_Get1_Bundle,1,1,1,1,0,1,1,0,Chanderi,Pastels,
ZF-0976,18-24,South_India,Tier_3,Student,Fusion_Lover,Extremely_Price_Sensitive,Multi_Brand_Shopper,Very_Confident,Not_Important,Every_2_3_Months,Online_Marketplace,Instagram_Reels,Influencer_Rec,Free_Shipping,0,0,1,1,0,1,1,1,Rayon_Viscose,Jewel_Tones,
ZF-0977,45-54,East_India,Tier_3,Salaried_Govt,Culturally_Rooted,Price_Conscious,Multi_Brand_Shopper,Fairly_Confident,Somewhat_Conscious,Festival_Only,Social_Commerce,WhatsApp_Family,Friend_Wore_It,Festival_Sale,1,1,0,0,1,0,0,1,Georgette_Chiffon,Neutrals,20K_40K
ZF-0978,25-34,West_India,Tier_2,Homemaker,Deeply_Traditional,Price_Conscious,Loyal_But_Open,Neutral,Neutral,Monthly_Plus,Brand_Website,Online_Marketplace,First_Order_Discount,Flat_Percent_Off,1,1,1,1,1,1,1,1,Georgette_Chiffon,Neutrals,20K_40K
ZF-0979,35-44,Central_India,Tier_3,Homemaker,Deeply_Traditional,Balanced,Very_Loyal_One_Brand,Very_Confident,Not_Important,Festival_Only,Online_Marketplace,Word_of_Mouth,Customer_Reviews,Buy2_Get1_Bundle,1,1,0,0,0,1,0,0,Chanderi,Dark_Tones,70K_120K
ZF-0980,25-34,Central_India,Tier_2,Homemaker,Comfort_First,Price_Irrelevant,Multi_Brand_Shopper,Neutral,Neutral,Monthly_Plus,Brand_Website,Word_of_Mouth,Free_Return_Policy,Festival_Sale,0,1,0,1,0,1,1,1,Pure_Cotton,Bright_Vibrant,40K_70K
ZF-0981,25-34,North_India,Rural,Student,Trend_First,Price_Conscious,No_Brand_Preference,Very_Confident,Very_Conscious,Monthly_Plus,Local_Retail,Word_of_Mouth,COD_Available,Flat_Percent_Off,1,1,0,0,0,0,1,0,Pure_Cotton,Pastels,40K_70K
ZF-0982,18-24,South_India,Tier_3,Retired,Comfort_First,Quality_Over_Price,Very_Loyal_One_Brand,Neutral,Neutral,Festival_Only,Social_Commerce,Instagram_Reels,Friend_Wore_It,Flat_Percent_Off,0,1,0,1,0,1,1,1,Silk_Banarasi,Bright_Vibrant,
ZF-0983,45-54,South_India,Tier_2,Homemaker,Culturally_Rooted,Price_Conscious,No_Brand_Preference,Fairly_Confident,Neutral,Monthly_Plus,Online_Marketplace,Online_Marketplace,Friend_Wore_It,Flat_Percent_Off,1,0,0,0,1,0,1,0,Pure_Cotton,Dark_Tones,40K_70K
ZF-0984,35-44,North_India,Tier_3,Self_Employed,Trend_First,Balanced,No_Brand_Preference,Very_Confident,Neutral,Rarely,Local_Retail,WhatsApp_Family,Customer_Reviews,Festival_Sale,1,1,0,0,0,0,0,1,Georgette_Chiffon,Bold_Prints,20K_40K
ZF-0985,25-34,North_India,Tier_3,Homemaker,Culturally_Rooted,Balanced,No_Brand_Preference,Fairly_Confident,Not_Important,Rarely,Social_Commerce,Instagram_Reels,Free_Return_Policy,Festival_Sale,0,0,0,0,1,0,0,1,Silk_Banarasi,Dark_Tones,Above_120K
ZF-0986,45-54,North_India,Metro,Salaried_Govt,Occasion_Driven,Quality_Over_Price,Multi_Brand_Shopper,Fairly_Confident,Somewhat_Conscious,Festival_Only,Mall_Store,Instagram_Reels,Customer_Reviews,Personalised_Offer,1,0,0,0,0,0,0,0,Silk_Banarasi,Jewel_Tones,Below_20K
ZF-0987,25-34,West_India,Tier_2,Self_Employed,Comfort_First,Quality_Over_Price,Multi_Brand_Shopper,Neutral,Very_Conscious,Festival_Only,Local_Retail,Word_of_Mouth,Influencer_Rec,Personalised_Offer,1,1,1,0,0,0,0,1,Silk_Banarasi,Neutrals,20K_40K
ZF-0988,55+,Central_India,Tier_2,Homemaker,Occasion_Driven,Balanced,Very_Loyal_One_Brand,Fairly_Confident,Neutral,Every_2_3_Months,Local_Retail,YouTube,Customer_Reviews,Loyalty_Cashback,1,1,1,0,0,1,1,0,Silk_Banarasi,Jewel_Tones,20K_40K
ZF-0989,35-44,North_East_India,Tier_3,Homemaker,Comfort_First,Extremely_Price_Sensitive,Loyal_But_Open,Not_Confident_At_All,Neutral,Monthly_Plus,Local_Retail,WhatsApp_Family,Detailed_Size_Guide,Flat_Percent_Off,1,1,0,0,0,1,1,0,Pure_Cotton,Neutrals,Below_20K
ZF-0990,35-44,East_India,Metro,Homemaker,Culturally_Rooted,Price_Conscious,Loyal_But_Open,Neutral,Neutral,Festival_Only,Online_Marketplace,WhatsApp_Family,Customer_Reviews,Flat_Percent_Off,1,1,1,0,0,1,1,0,Silk_Banarasi,Bright_Vibrant,40K_70K
ZF-0991,18-24,South_India,Tier_2,Retired,Comfort_First,Price_Conscious,Multi_Brand_Shopper,Fairly_Confident,Neutral,Monthly_Plus,Social_Commerce,YouTube,First_Order_Discount,Festival_Sale,1,1,1,0,0,1,1,0,Rayon_Viscose,Pastels,
ZF-0992,25-34,Central_India,Tier_3,Homemaker,Deeply_Traditional,Price_Conscious,Multi_Brand_Shopper,Not_Very_Confident,Very_Conscious,Festival_Only,Weekly_Market,Instagram_Reels,COD_Available,Flat_Percent_Off,0,1,0,1,0,0,0,0,Silk_Banarasi,Bright_Vibrant,70K_120K
ZF-0993,25-34,Central_India,Tier_2,Salaried_Private,Culturally_Rooted,Balanced,Multi_Brand_Shopper,Not_Confident_At_All,Somewhat_Conscious,Every_2_3_Months,Online_Marketplace,Word_of_Mouth,COD_Available,Buy2_Get1_Bundle,1,1,1,0,1,0,1,1,Pure_Cotton,Jewel_Tones,20K_40K
ZF-0994,45-54,North_East_India,Tier_2,Self_Employed,Culturally_Rooted,Balanced,Loyal_But_Open,Very_Confident,Very_Conscious,Every_2_3_Months,Brand_Website,Online_Marketplace,COD_Available,Buy2_Get1_Bundle,1,1,1,1,0,1,1,1,Chanderi,Bright_Vibrant,
ZF-0995,45-54,North_India,Rural,Homemaker,Culturally_Rooted,Balanced,Loyal_But_Open,Fairly_Confident,Somewhat_Conscious,Every_2_3_Months,Online_Marketplace,WhatsApp_Family,Friend_Wore_It,Flat_Percent_Off,1,1,1,0,1,1,1,0,Pure_Cotton,Bright_Vibrant,20K_40K
ZF-0996,18-24,Central_India,Metro,Salaried_Private,Trend_First,Price_Conscious,Loyal_But_Open,Very_Confident,Very_Conscious,Monthly_Plus,Local_Retail,Word_of_Mouth,Friend_Wore_It,Free_Shipping,1,0,0,0,0,0,0,0,Chanderi,Neutrals,Below_20K
ZF-0997,35-44,North_India,Tier_2,Self_Employed,Comfort_First,Balanced,Loyal_But_Open,Fairly_Confident,Not_Important,Every_6_Months,Online_Marketplace,WhatsApp_Family,Friend_Wore_It,Buy2_Get1_Bundle,1,0,0,0,1,1,1,0,Pure_Cotton,Neutrals,20K_40K
ZF-0998,35-44,East_India,Rural,Salaried_Private,Culturally_Rooted,Price_Irrelevant,Multi_Brand_Shopper,Neutral,Neutral,Every_6_Months,Brand_Website,WhatsApp_Family,Influencer_Rec,Flat_Percent_Off,1,0,0,1,1,0,1,1,Pure_Cotton,Bright_Vibrant,40K_70K
ZF-0999,35-44,North_India,Metro,Salaried_Govt,Fusion_Lover,Quality_Over_Price,Loyal_But_Open,Very_Confident,Very_Conscious,Festival_Only,Online_Marketplace,YouTube,Friend_Wore_It,Loyalty_Cashback,1,1,1,1,0,0,1,0,Silk_Banarasi,Neutrals,40K_70K
ZF-1000,25-34,West_India,Metro,Salaried_Private,Occasion_Driven,Balanced,Multi_Brand_Shopper,Fairly_Confident,Neutral,Every_6_Months,Online_Marketplace,Online_Marketplace,Influencer_Rec,Free_Shipping,1,0,1,0,0,0,0,1,Rayon_Viscose,Pastels,40K_70K
ZF-1001,45-54,West_India,Tier_2,Homemaker,Fusion_Lover,Extremely_Price_Sensitive,Multi_Brand_Shopper,Not_Very_Confident,Not_Important,Every_2_3_Months,Local_Retail,TV_Print,Friend_Wore_It,Festival_Sale,1,0,1,0,0,0,1,0,Chanderi,Jewel_Tones,70K_120K
ZF-1002,25-34,South_India,Metro,Salaried_Govt,Trend_First,Balanced,Multi_Brand_Shopper,Neutral,Very_Conscious,Festival_Only,Brand_Website,YouTube,Influencer_Rec,Festival_Sale,1,0,0,1,1,1,1,1,Silk_Banarasi,Bright_Vibrant,20K_40K
ZF-1003,25-34,South_India,Metro,Homemaker,Deeply_Traditional,Balanced,Loyal_But_Open,Not_Very_Confident,Somewhat_Conscious,Monthly_Plus,Mall_Store,Word_of_Mouth,Customer_Reviews,Flat_Percent_Off,0,1,0,0,1,1,1,1,Pure_Cotton,Bright_Vibrant,Above_120K
ZF-1004,45-54,West_India,Tier_3,Retired,Culturally_Rooted,Balanced,Loyal_But_Open,Fairly_Confident,Neutral,Festival_Only,Social_Commerce,YouTube,Friend_Wore_It,Free_Shipping,1,1,1,0,0,0,1,0,Rayon_Viscose,Dark_Tones,20K_40K
ZF-1005,25-34,Central_India,Rural,Student,Comfort_First,Balanced,Multi_Brand_Shopper,Neutral,Not_Important,Every_2_3_Months,Brand_Website,Word_of_Mouth,Customer_Reviews,Free_Shipping,0,0,0,1,0,0,0,0,Rayon_Viscose,Neutrals,
ZF-1006,18-24,South_India,Tier_2,Self_Employed,Deeply_Traditional,Price_Conscious,Multi_Brand_Shopper,Not_Confident_At_All,Not_Important,Every_6_Months,Social_Commerce,Online_Marketplace,First_Order_Discount,Flat_Percent_Off,1,0,0,0,1,1,1,0,Pure_Cotton,Neutrals,20K_40K
ZF-1007,18-24,North_East_India,Metro,Self_Employed,Fusion_Lover,Balanced,Multi_Brand_Shopper,Not_Confident_At_All,Neutral,Every_2_3_Months,Online_Marketplace,TV_Print,Customer_Reviews,Loyalty_Cashback,1,1,0,1,0,0,0,1,Chanderi,Bright_Vibrant,Below_20K
ZF-1008,45-54,West_India,Metro,Self_Employed,Occasion_Driven,Balanced,Loyal_But_Open,Neutral,Somewhat_Conscious,Every_6_Months,Online_Marketplace,YouTube,Friend_Wore_It,Buy2_Get1_Bundle,1,1,0,1,1,1,1,0,Pure_Cotton,Jewel_Tones,70K_120K
ZF-1009,35-44,Central_India,Rural,Homemaker,Culturally_Rooted,Price_Conscious,Multi_Brand_Shopper,Fairly_Confident,Neutral,Every_2_3_Months,Local_Retail,Instagram_Reels,COD_Available,Loyalty_Cashback,1,1,1,0,1,1,1,0,Rayon_Viscose,Pastels,70K_120K
ZF-1010,25-34,East_India,Tier_3,Salaried_Govt,Fusion_Lover,Price_Conscious,Loyal_But_Open,Very_Confident,Neutral,Every_6_Months,Brand_Website,Word_of_Mouth,COD_Available,Buy2_Get1_Bundle,1,0,0,0,1,1,1,1,Chanderi,Bright_Vibrant,20K_40K
ZF-1011,35-44,West_India,Tier_3,Student,Fusion_Lover,Quality_Over_Price,Very_Loyal_One_Brand,Not_Very_Confident,Neutral,Monthly_Plus,Local_Retail,WhatsApp_Family,First_Order_Discount,Buy2_Get1_Bundle,0,0,1,1,1,0,0,0,Georgette_Chiffon,Bright_Vibrant,Below_20K
ZF-1012,45-54,North_East_India,Metro,Retired,Trend_First,Price_Irrelevant,Loyal_But_Open,Very_Confident,Neutral,Every_6_Months,Online_Marketplace,TV_Print,Friend_Wore_It,Buy2_Get1_Bundle,1,1,1,0,0,0,1,0,Rayon_Viscose,Jewel_Tones,
ZF-1013,35-44,West_India,Tier_3,Self_Employed,Comfort_First,Price_Conscious,Loyal_But_Open,Very_Confident,Somewhat_Conscious,Every_6_Months,Online_Marketplace,TV_Print,COD_Available,Festival_Sale,1,1,0,0,0,1,1,0,Chanderi,Jewel_Tones,40K_70K
ZF-1014,35-44,North_India,Rural,Retired,Deeply_Traditional,Balanced,No_Brand_Preference,Fairly_Confident,Neutral,Every_6_Months,Local_Retail,WhatsApp_Family,COD_Available,Festival_Sale,0,1,0,0,1,0,1,0,Georgette_Chiffon,Pastels,20K_40K
ZF-1015,35-44,North_India,Tier_2,Student,Culturally_Rooted,Balanced,Loyal_But_Open,Neutral,Not_Important,Monthly_Plus,Local_Retail,WhatsApp_Family,Customer_Reviews,Free_Shipping,1,1,1,0,0,0,1,0,Georgette_Chiffon,Bright_Vibrant,40K_70K
ZF-1016,45-54,North_India,Tier_3,Student,Culturally_Rooted,Balanced,Multi_Brand_Shopper,Fairly_Confident,Neutral,Every_2_3_Months,Brand_Website,Word_of_Mouth,COD_Available,Loyalty_Cashback,1,1,1,1,0,0,1,1,Chanderi,Jewel_Tones,40K_70K
ZF-1017,Under_18,West_India,Tier_2,Salaried_Private,Culturally_Rooted,Balanced,Very_Loyal_One_Brand,Neutral,Somewhat_Conscious,Every_6_Months,Online_Marketplace,WhatsApp_Family,Customer_Reviews,Free_Shipping,1,1,1,1,0,1,1,1,Rayon_Viscose,Bright_Vibrant,40K_70K
ZF-1018,35-44,North_India,Tier_3,Self_Employed,Comfort_First,Balanced,Multi_Brand_Shopper,Very_Confident,Neutral,Festival_Only,Social_Commerce,WhatsApp_Family,Friend_Wore_It,Buy2_Get1_Bundle,1,1,1,0,0,0,1,0,Pure_Cotton,Bright_Vibrant,Below_20K
ZF-1019,55+,North_India,Tier_2,Retired,Trend_First,Balanced,No_Brand_Preference,Neutral,Somewhat_Conscious,Rarely,Social_Commerce,YouTube,Real_Customer_Photos,Festival_Sale,1,1,1,0,1,0,0,0,Rayon_Viscose,Dark_Tones,
ZF-1020,45-54,West_India,Tier_3,Homemaker,Deeply_Traditional,Balanced,Loyal_But_Open,Fairly_Confident,Neutral,Monthly_Plus,Local_Retail,WhatsApp_Family,Customer_Reviews,Festival_Sale,1,1,1,0,0,1,1,1,Georgette_Chiffon,Jewel_Tones,Above_120K
ZF-1021,18-24,East_India,Tier_2,Homemaker,Deeply_Traditional,Price_Conscious,Loyal_But_Open,Neutral,Not_Important,Every_2_3_Months,Local_Retail,WhatsApp_Family,Influencer_Rec,Festival_Sale,1,1,1,0,0,0,0,1,Georgette_Chiffon,Bright_Vibrant,20K_40K
ZF-1022,18-24,North_India,Tier_3,Student,Fusion_Lover,Price_Conscious,No_Brand_Preference,Fairly_Confident,Neutral,Every_2_3_Months,Local_Retail,Instagram_Reels,Influencer_Rec,Free_Shipping,1,1,1,0,1,0,0,1,Rayon_Viscose,Neutrals,
ZF-1023,25-34,North_India,Metro,Salaried_Private,Culturally_Rooted,Balanced,Multi_Brand_Shopper,Very_Confident,Somewhat_Conscious,Every_2_3_Months,Social_Commerce,Instagram_Reels,Detailed_Size_Guide,Loyalty_Cashback,1,0,1,1,1,0,0,1,Chanderi,Neutrals,40K_70K
ZF-1024,25-34,North_East_India,Metro,Homemaker,Culturally_Rooted,Price_Conscious,Very_Loyal_One_Brand,Not_Very_Confident,Not_Important,Festival_Only,Online_Marketplace,WhatsApp_Family,Friend_Wore_It,Festival_Sale,1,1,0,0,0,0,1,0,Silk_Banarasi,Dark_Tones,70K_120K
ZF-1025,25-34,West_India,Tier_3,Student,Culturally_Rooted,Balanced,Loyal_But_Open,Not_Very_Confident,Neutral,Monthly_Plus,Online_Marketplace,Instagram_Reels,COD_Available,Flat_Percent_Off,1,1,0,0,0,0,0,0,Pure_Cotton,Bright_Vibrant,Below_20K
ZF-1026,35-44,East_India,Rural,Salaried_Private,Culturally_Rooted,Price_Conscious,Multi_Brand_Shopper,Not_Confident_At_All,Not_Important,Rarely,Brand_Website,Instagram_Reels,Friend_Wore_It,Free_Shipping,0,1,0,1,0,1,1,1,Pure_Cotton,Bright_Vibrant,20K_40K
ZF-1027,45-54,South_India,Tier_3,Homemaker,Comfort_First,Price_Conscious,Very_Loyal_One_Brand,Neutral,Not_Important,Every_2_3_Months,Brand_Website,Instagram_Reels,COD_Available,Free_Shipping,0,0,0,0,1,1,0,0,Silk_Banarasi,Neutrals,20K_40K
ZF-1028,35-44,North_India,Metro,Salaried_Private,Culturally_Rooted,Balanced,Loyal_But_Open,Very_Confident,Somewhat_Conscious,Festival_Only,Social_Commerce,YouTube,Free_Return_Policy,Flat_Percent_Off,1,1,1,0,0,1,1,1,Chanderi,Jewel_Tones,70K_120K
ZF-1029,35-44,West_India,Metro,Salaried_Govt,Culturally_Rooted,Quality_Over_Price,Multi_Brand_Shopper,Fairly_Confident,Neutral,Festival_Only,Online_Marketplace,Online_Marketplace,Friend_Wore_It,Personalised_Offer,1,1,1,0,0,0,1,1,Chanderi,Jewel_Tones,
ZF-1030,45-54,North_India,Tier_2,Salaried_Private,Culturally_Rooted,Price_Conscious,Multi_Brand_Shopper,Neutral,Neutral,Rarely,Local_Retail,Word_of_Mouth,Customer_Reviews,Festival_Sale,1,1,1,0,1,0,1,0,Rayon_Viscose,Bright_Vibrant,40K_70K
ZF-1031,35-44,West_India,Tier_2,Self_Employed,Deeply_Traditional,Balanced,Multi_Brand_Shopper,Neutral,Somewhat_Conscious,Every_6_Months,Local_Retail,Word_of_Mouth,First_Order_Discount,Loyalty_Cashback,1,1,1,0,0,1,1,1,Chanderi,Jewel_Tones,Above_120K
